_id,Date & Time,Category,Location
661bc5d3856d938194044c2e,24-04-14 17:32:27,,E:/OBJECT DETECTION/yolov8counting-trackingvehicles-main/yolov8counting-trackingvehicles-main/Images/1.jpg
661bc5d7856d938194044c30,24-04-14 17:32:31,motorcycle,E:/OBJECT DETECTION/yolov8counting-trackingvehicles-main/yolov8counting-trackingvehicles-main/Images/2.jpg
661bc5d7856d938194044c32,24-04-14 17:32:31,,E:/OBJECT DETECTION/yolov8counting-trackingvehicles-main/yolov8counting-trackingvehicles-main/Images/3.jpg
661bc5d8856d938194044c34,24-04-14 17:32:32,,E:/OBJECT DETECTION/yolov8counting-trackingvehicles-main/yolov8counting-trackingvehicles-main/Images/4.jpg
661bc5e2856d938194044c36,24-04-14 17:32:42,,E:/OBJECT DETECTION/yolov8counting-trackingvehicles-main/yolov8counting-trackingvehicles-main/Images/5.jpg
661bc5e2856d938194044c38,24-04-14 17:32:42,,E:/OBJECT DETECTION/yolov8counting-trackingvehicles-main/yolov8counting-trackingvehicles-main/Images/6.jpg
661bc5e3856d938194044c3a,24-04-14 17:32:43,motorcycle,E:/OBJECT DETECTION/yolov8counting-trackingvehicles-main/yolov8counting-trackingvehicles-main/Images/7.jpg
661bc5e3856d938194044c3c,24-04-14 17:32:43,,E:/OBJECT DETECTION/yolov8counting-trackingvehicles-main/yolov8counting-trackingvehicles-main/Images/8.jpg
661bc5e4856d938194044c3e,24-04-14 17:32:44,,E:/OBJECT DETECTION/yolov8counting-trackingvehicles-main/yolov8counting-trackingvehicles-main/Images/9.jpg
661bc5e4856d938194044c40,24-04-14 17:32:44,,E:/OBJECT DETECTION/yolov8counting-trackingvehicles-main/yolov8counting-trackingvehicles-main/Images/10.jpg
661bc5e4856d938194044c42,24-04-14 17:32:44,,E:/OBJECT DETECTION/yolov8counting-trackingvehicles-main/yolov8counting-trackingvehicles-main/Images/11.jpg
661bc5e5856d938194044c44,24-04-14 17:32:45,,E:/OBJECT DETECTION/yolov8counting-trackingvehicles-main/yolov8counting-trackingvehicles-main/Images/12.jpg
661bc5e5856d938194044c46,24-04-14 17:32:45,,E:/OBJECT DETECTION/yolov8counting-trackingvehicles-main/yolov8counting-trackingvehicles-main/Images/13.jpg
661bc5e5856d938194044c48,24-04-14 17:32:45,,E:/OBJECT DETECTION/yolov8counting-trackingvehicles-main/yolov8counting-trackingvehicles-main/Images/14.jpg
661bc5e6856d938194044c4a,24-04-14 17:32:46,,E:/OBJECT DETECTION/yolov8counting-trackingvehicles-main/yolov8counting-trackingvehicles-main/Images/15.jpg
661bc5e6856d938194044c4c,24-04-14 17:32:46,,E:/OBJECT DETECTION/yolov8counting-trackingvehicles-main/yolov8counting-trackingvehicles-main/Images/16.jpg
661bc5e7856d938194044c4e,24-04-14 17:32:47,,E:/OBJECT DETECTION/yolov8counting-trackingvehicles-main/yolov8counting-trackingvehicles-main/Images/17.jpg
